opcode_sequence,label
call xor push and add ret push,0
nop sub and mov nop mov sub,0
push add call ret xor call mov cmp ret mov cmp and,0
call call pop add call mov jmp mov nop call push jmp mov xor call jmp,0
push push and call mov sub push ret ret and push add and sub,1
add and lea cmp lea jmp add mov pop push cmp pop,0
nop and jmp push cmp cmp and sub xor jmp and xor push lea jmp sub lea sub xor,0
sub nop sub add cmp sub xor,0
add lea or ret pop cmp jmp jmp xor call lea xor jmp and,0
xor mov ret cmp call cmp or nop call sub and call sub sub cmp push nop cmp push,1
ret lea push cmp or nop,0
add push jmp nop pop xor lea push and,0
pop ret jmp mov push mov push ret and ret or,1
lea sub xor or xor ret,0
push lea push sub add ret cmp,1
jmp lea cmp mov xor call xor cmp ret call push,1
pop pop sub jmp add lea pop pop xor lea sub ret ret sub cmp and add push add nop,0
cmp mov mov call xor jmp push call push lea xor nop ret and and and,0
push add xor xor cmp and jmp call add jmp cmp sub pop mov push xor call lea nop,1
cmp call call lea lea pop xor jmp mov or ret nop cmp push call,1
mov jmp ret xor cmp ret call ret add xor nop sub and ret mov sub ret jmp push,1
xor lea xor mov push pop nop sub or jmp nop pop,0
or ret add cmp push ret pop nop,0
lea push push mov or and mov nop ret mov push and or or mov and,1
mov mov and add nop xor ret mov,1
jmp nop ret ret lea pop sub and or or sub nop or nop call or call mov pop lea,0
sub or push nop and call ret add xor push or,0
lea ret lea jmp sub add nop mov cmp or,0
or xor lea and pop add add jmp,1
add call push and xor add xor sub lea add or mov,0
push ret lea mov add jmp push jmp mov add add mov push,1
ret ret call sub nop pop cmp pop,0
and sub sub jmp jmp cmp pop push and xor call mov and or nop mov or,0
sub push and mov nop mov xor call mov add sub nop xor or xor,0
ret cmp jmp nop jmp jmp cmp pop cmp or call add sub cmp nop,1
call ret and jmp cmp sub mov,1
pop lea and cmp or xor add push mov,0
lea or lea jmp or xor pop add mov cmp jmp nop jmp jmp mov,1
mov and lea ret mov push sub xor jmp call call,0
jmp xor xor pop lea call nop or add lea nop or call nop and lea xor xor,1
add lea nop and and sub mov pop mov ret call jmp lea add and and pop and sub,1
and pop pop add pop xor sub nop xor ret jmp add nop add push,1
push add nop pop and pop jmp call lea xor nop push jmp lea or push,1
cmp add sub nop push jmp jmp nop xor ret,1
and mov or jmp cmp and ret xor pop call or lea,1
lea lea sub add push and nop,0
lea lea xor jmp and and xor and cmp lea ret,1
lea jmp and nop call add xor add cmp jmp lea jmp push and jmp pop cmp xor,1
nop add lea push ret or jmp,0
ret jmp or add ret cmp add add xor lea pop sub or,0
and push lea add push and or and nop and or sub jmp xor lea lea ret xor xor,0
add lea sub push add nop cmp add nop and cmp push call and xor xor and push,0
call add add cmp nop cmp and mov sub or and cmp xor,1
call lea or jmp lea xor push mov,1
or sub nop mov cmp or cmp nop nop cmp ret lea lea and push,0
add jmp ret lea sub xor,0
pop nop sub add or pop nop add sub call and and jmp sub cmp,0
xor and push xor push call call jmp or and jmp ret cmp,1
call ret sub nop xor add lea,0
add nop cmp lea xor cmp pop push xor or,0
nop nop jmp add or push mov push xor call pop jmp and call ret nop add,0
sub nop add cmp add or or jmp or mov and add push,1
sub mov pop call xor sub add ret and call xor nop jmp and lea nop add xor,1
lea or xor and pop pop lea call xor nop add push cmp and cmp,1
add jmp call sub cmp jmp ret and and jmp add cmp xor call pop mov ret xor and,1
ret sub ret nop jmp call or jmp ret lea ret pop xor cmp lea pop and lea or,1
mov xor mov jmp add lea push,1
cmp mov jmp mov jmp xor cmp add and pop call sub and xor push call,1
call add nop jmp ret mov or,0
nop call push mov and ret call lea,0
xor cmp or xor call cmp sub add ret nop,1
cmp or push cmp nop nop sub,1
nop push and mov sub lea add xor add,0
and pop and mov nop push mov nop jmp xor mov,1
jmp xor jmp mov mov call cmp add sub lea ret add ret and,1
cmp or xor add mov mov or push mov and add or nop sub cmp sub ret sub,1
push or sub cmp pop add xor jmp ret cmp xor call ret mov add push cmp sub,0
or sub or jmp pop jmp lea jmp cmp call ret add nop call ret pop call nop call,0
and nop mov lea push and and,1
or xor add call sub xor call jmp xor lea or ret and ret add,1
add sub mov ret call nop mov ret add push sub and,0
nop pop or or push and ret add and call xor and jmp xor or sub pop push jmp ret,1
push xor and jmp sub lea or call or and and jmp pop cmp add push,1
ret xor jmp cmp pop pop lea nop ret cmp or pop call push call,0
ret sub sub lea and push call,1
add cmp nop push jmp cmp call pop push lea jmp xor or sub add pop,0
xor ret xor pop or sub sub push call call lea cmp lea push jmp mov mov call,1
and cmp push ret pop cmp lea cmp lea call xor call pop cmp mov,1
or xor pop sub xor call add,0
call and mov add add and sub add sub push ret pop ret lea,0
lea and xor ret push pop,0
mov pop xor or mov cmp nop lea and or jmp,1
xor push lea nop call add lea or push nop lea mov nop cmp,0
jmp ret ret add xor ret mov xor xor ret pop pop add or add jmp,0
xor mov mov ret cmp call call,1
ret call xor sub pop and ret mov xor ret xor push lea and add call add lea,0
push sub jmp call add or ret add or,1
call ret xor sub ret lea and jmp or or pop cmp push xor push sub call mov,0
mov call xor mov mov nop pop sub add mov or xor mov nop call,0
jmp nop call ret sub or mov push ret ret sub add,0
pop nop and nop sub lea add call push ret push jmp lea jmp call,0
push sub pop xor pop and push mov jmp call call xor and,0
pop add pop and add and ret call add push jmp and and nop or nop xor pop or ret,0
jmp call jmp jmp lea add or call xor lea call,1
push jmp mov sub pop call ret ret cmp cmp and and lea lea or push cmp and,0
mov xor cmp add mov mov push call and ret push lea sub push add push xor cmp lea,0
sub xor pop mov push call cmp jmp sub and jmp pop and or and call sub cmp nop xor,1
pop sub ret jmp call xor push sub add,0
xor cmp pop lea sub cmp xor jmp jmp lea or add sub cmp and call nop lea ret xor,1
xor call jmp ret pop jmp xor jmp pop or call xor push add and or ret mov lea ret,1
sub nop or jmp push mov and nop jmp sub pop sub ret jmp ret and ret or pop,1
mov and push cmp and add pop push or lea lea cmp or ret mov and,1
mov or ret or xor call xor lea pop nop call xor call,1
push xor or mov ret jmp nop jmp lea,0
xor ret pop cmp or nop ret,1
or pop sub call add lea mov,0
ret nop push lea push nop add add cmp mov xor add nop mov jmp mov sub lea lea,1
and ret push sub jmp cmp jmp,1
call sub push ret lea pop xor sub call sub and jmp or ret call xor,1
push ret pop call sub jmp lea or,0
cmp ret nop and and mov sub sub and sub pop nop mov ret add and lea cmp cmp,1
call xor or call lea xor pop add pop or ret push pop pop call mov,0
ret xor and or or pop add and cmp sub add push add ret add sub add pop or,0
call mov push call mov pop and and add nop add mov add lea mov sub pop lea,0
lea ret xor cmp lea jmp push xor xor add xor xor push and call,1
cmp cmp mov push mov cmp or or xor nop mov,1
jmp lea push or or mov sub push lea call call ret push sub jmp lea xor and call and,1
and nop lea sub call jmp call and jmp lea call ret or call pop or ret xor pop,1
pop cmp lea nop call nop jmp call call,0
lea nop sub call ret cmp pop sub,1
mov or cmp pop sub push or sub ret jmp pop call lea jmp call push lea ret,1
call jmp mov nop add lea,1
cmp sub mov cmp and lea push push cmp ret and lea push,1
nop mov mov and add nop nop ret call and lea ret ret nop or call,1
nop xor jmp mov jmp jmp and or sub nop nop xor or and add lea sub or push,1
push xor ret or ret and jmp and sub nop sub or call jmp xor nop nop and call,0
ret pop mov mov nop sub and lea ret or ret cmp cmp and add call add nop call ret,1
mov and pop add mov push add mov ret add lea sub xor mov xor or mov add,0
mov cmp pop lea and and or nop lea add cmp and ret sub xor and cmp pop,0
mov nop and mov or xor push pop jmp and cmp xor call push mov pop,1
sub lea lea lea lea jmp ret call,0
ret call or lea pop push ret cmp mov lea ret sub lea ret push sub push sub xor xor,1
lea mov jmp add add cmp sub add or or pop or add,1
cmp pop and and and push mov push jmp sub nop lea jmp call cmp call jmp,1
jmp or add xor xor lea ret push mov and and,1
cmp sub sub mov nop pop nop ret cmp lea sub xor or push or or add or pop,0
nop jmp or cmp lea or ret nop push,0
add and mov ret pop or add ret xor add nop ret add xor jmp or push nop,1
sub nop pop add ret add ret pop nop pop or or nop call,1
mov add call add mov lea sub add and nop,0
ret xor cmp and call ret jmp pop nop cmp add ret push sub call mov pop call,1
call ret xor jmp cmp jmp and ret sub push or sub ret ret jmp nop and and,0
push nop lea jmp lea cmp and xor,1
call push jmp and sub sub jmp push cmp xor,0
push ret and pop sub nop mov jmp lea mov add and push,1
call ret jmp ret nop jmp push jmp lea cmp mov jmp sub,0
add and lea sub mov sub push nop jmp lea,1
add pop cmp mov nop xor call mov nop jmp pop jmp push lea and pop ret,1
nop jmp add call ret or call,0
ret and jmp and nop sub ret sub sub push lea ret cmp mov sub pop pop,0
add pop ret call cmp pop nop sub mov call mov and add,0
sub push push pop push jmp push lea xor pop jmp or ret and,0
nop jmp xor mov jmp sub or push lea and push and nop push and nop,1
xor push jmp or add pop lea cmp sub,0
push and jmp call sub pop sub add lea ret jmp jmp sub cmp ret cmp ret pop mov,0
and and mov sub cmp push cmp add sub xor cmp push add jmp add add jmp mov call,1
and xor or ret sub nop or push nop sub ret ret pop,1
lea pop add mov call cmp or ret push pop call xor xor call sub cmp,0
sub jmp or and and or jmp nop call ret call or call ret jmp xor sub cmp mov push,0
and and jmp xor pop cmp or sub and xor jmp pop jmp jmp nop ret pop,1
nop or pop jmp xor lea cmp xor,0
and call or xor mov cmp lea xor lea jmp ret xor nop call sub add,0
push nop nop push nop jmp sub add pop pop lea,1
sub cmp call jmp sub ret add add pop pop call jmp pop cmp and jmp lea,0
cmp push add nop sub call cmp sub push and xor or push and cmp mov sub,0
push push and jmp nop jmp jmp or lea push and xor mov ret add or pop push add push,0
push push cmp call pop call,0
jmp xor lea mov mov jmp jmp push call sub sub xor nop mov mov cmp ret,0
ret ret lea cmp mov mov lea nop call ret and,0
cmp lea xor xor or call xor pop,1
lea pop ret add mov pop xor cmp mov jmp or push nop,0
cmp lea push sub jmp mov or jmp cmp jmp call add xor,0
and mov add cmp pop mov ret,1
sub push and and call ret ret lea call or sub lea xor lea mov cmp pop push sub,1
xor mov push sub pop call mov cmp add cmp ret call and add pop,1
jmp mov ret xor mov cmp add push push cmp pop add jmp cmp push pop,1
sub pop push cmp or jmp add add sub call ret ret lea and add or or cmp nop lea,1
call jmp sub lea cmp lea mov add nop push pop mov sub,0
mov nop or ret lea add,0
xor jmp nop lea pop push mov jmp or xor jmp and jmp add nop lea xor,1
push pop pop mov ret push mov mov mov pop add nop ret nop add pop and lea call,0
xor push sub ret and mov call add sub jmp,1
push push push or sub push or lea lea jmp push push sub call push lea call cmp nop or,1
add xor and cmp or add nop jmp ret xor call pop nop or call push cmp,0
cmp mov ret mov pop call nop or xor,0
and jmp call sub ret sub nop cmp lea pop push sub lea push call and push push call,1
nop and push pop lea cmp mov ret ret lea ret xor add pop mov jmp call and cmp,0
sub push sub pop push pop jmp xor ret push nop,0
nop mov add cmp jmp sub lea mov mov and mov nop,1
xor nop call nop lea add and pop sub or nop lea nop call call,1
pop add add sub pop nop xor jmp ret nop pop add sub,1
push push call sub add ret pop sub add jmp ret pop call pop xor sub ret,0
jmp nop mov call cmp sub jmp pop pop mov add,1
jmp or lea lea push push call lea lea jmp and jmp mov or sub,1
call add or add lea cmp nop pop cmp xor,0
call xor call call or sub ret nop ret xor sub ret nop jmp sub add mov call lea,1
sub or cmp push and or sub push jmp call mov ret call mov mov ret add,0
nop xor add ret ret and jmp and ret add mov jmp push or nop push,0
mov jmp ret lea nop sub or cmp xor push and add add,0
jmp call nop add call or jmp call sub sub,1
pop xor cmp mov ret pop xor sub pop ret cmp,0
jmp and mov add nop add cmp and,1
sub call add cmp xor nop xor lea and cmp add and call or jmp or and,1
mov lea call jmp pop and lea jmp cmp cmp push lea xor call cmp mov ret and,0
ret pop ret pop lea mov jmp and call jmp,1
push and lea add xor push push push xor ret lea and,1
ret jmp lea lea lea sub pop,1
call pop push lea lea pop and and or,0
ret cmp nop mov pop nop ret,1
nop call jmp lea and or xor ret push push call nop ret mov call pop,1
nop call xor and sub and mov,0
push sub mov pop jmp jmp pop and mov ret and pop mov call jmp,1
push nop lea sub nop add lea mov add call cmp mov,1
xor and ret sub call mov or push call xor mov or xor,0
lea cmp nop or call call pop pop sub,0
pop cmp cmp pop nop cmp cmp,0
nop lea or jmp add pop call lea jmp or,1
or call sub push push nop jmp pop sub pop ret or mov mov pop ret add,1
and and pop pop cmp pop cmp push sub,1
ret and sub pop xor cmp ret nop nop xor pop,1
ret nop sub add push cmp lea sub sub ret pop mov mov,1
call lea sub lea and and push jmp add and lea lea nop xor and or sub jmp lea,1
cmp jmp lea ret mov jmp ret call cmp sub,0
pop pop call lea mov cmp ret sub and mov lea jmp jmp call ret cmp,1
nop sub and xor ret add,1
xor xor sub xor and or call or and mov cmp call cmp and add,1
add nop call call pop pop add push call xor,1
cmp and mov lea sub nop lea xor xor or add and mov pop,0
pop push push xor jmp push,0
and add ret call sub nop xor,0
xor nop mov push nop pop cmp pop pop sub,0
or xor nop sub mov pop mov nop or push or,0
push mov and or cmp push nop add lea add or mov ret ret ret call nop and,0
call sub and ret and xor pop ret call nop and pop mov sub mov ret or ret mov,1
ret lea ret call and lea ret call or call nop jmp mov jmp nop or ret jmp,1
ret add pop and push xor pop pop or add ret xor jmp push nop or nop nop,1
or mov add cmp mov or add call pop add ret call,0
cmp and pop or jmp add ret call xor lea sub nop and jmp,1
and cmp sub add sub sub lea,1
ret cmp mov call add mov ret call lea xor and jmp mov,0
add ret add call lea sub lea push nop pop jmp nop pop,0
push ret jmp jmp lea and add or,1
sub or add call push and,1
cmp add sub pop lea push jmp call xor ret xor ret,0
xor nop lea cmp or pop cmp nop xor cmp sub cmp ret jmp add call mov and xor,0
nop sub mov cmp sub sub lea add cmp pop xor nop add sub push pop lea and,1
sub call lea nop lea and pop cmp sub ret pop pop or lea add or jmp xor,0
or push cmp jmp cmp call sub jmp,1
cmp cmp lea sub push and cmp mov sub,1
nop xor lea and or lea and sub push cmp xor pop ret,0
xor lea mov ret or call pop lea ret pop,0
xor mov cmp xor nop or ret lea sub mov and nop or mov add mov pop cmp or sub,1
cmp or call or lea cmp or xor add add and,0
pop ret ret jmp xor pop jmp xor or xor mov pop call nop mov xor and nop,1
ret sub and jmp cmp or mov ret pop add and push pop,0
call xor push xor ret sub call jmp call ret call add cmp lea xor,0
nop mov xor lea ret push,0
jmp ret nop and xor cmp call ret sub,0
add mov xor jmp and pop cmp and nop mov push,1
cmp push nop sub call call lea push nop and sub sub jmp pop jmp,1
call add or pop ret or cmp ret,0
sub add or sub pop sub call or lea sub nop xor sub,0
cmp call lea or pop push xor and pop lea and cmp lea ret jmp push ret call xor add,1
pop push ret call push pop lea push mov xor nop lea cmp push pop pop,0
ret nop jmp push nop sub nop sub,0
ret call add push and lea,0
mov or lea xor jmp xor jmp mov or call mov ret,1
call xor nop mov jmp cmp jmp sub add ret jmp add cmp xor lea,1
cmp jmp call push cmp or call lea pop pop,0
pop or cmp call push lea pop add lea ret ret and jmp add nop call,1
cmp nop add lea xor cmp jmp or ret mov jmp ret call push lea xor sub,1
jmp mov call push lea mov and xor push mov,0
ret call and cmp sub cmp and pop mov lea lea or lea or xor pop or sub,1
ret nop lea cmp lea pop ret and jmp xor push pop mov lea lea pop lea and cmp sub,0
lea jmp and ret call mov push nop ret and nop add cmp add ret xor lea,0
or jmp call jmp call lea add sub xor xor call,1
pop and lea cmp nop or ret nop xor nop xor mov push pop call jmp and jmp,0
lea or push xor push jmp nop or call push add xor or,1
lea push xor mov lea or ret xor cmp or pop,0
nop pop nop or ret add lea,0
or cmp or add jmp mov cmp nop lea cmp pop,1
ret push pop ret push or sub nop cmp jmp or cmp lea,0
xor cmp nop nop ret push pop call,1
jmp or add add lea jmp sub cmp xor pop nop ret,0
pop and add lea ret call ret cmp cmp nop or jmp sub call nop mov,0
push and add ret push push or nop sub sub sub ret add,1
call add pop lea call or push call jmp,0
ret push or or sub add lea,1
call nop cmp pop cmp pop nop or xor cmp,1
xor call call sub cmp ret cmp pop and jmp,0
push mov ret or or cmp nop,0
call ret add push call or jmp mov or ret nop push jmp call or mov or,0
pop call cmp call push push lea sub nop ret and call mov and,0
xor call and jmp or lea lea add xor nop ret xor call or ret cmp xor pop call cmp,0
sub pop ret add mov ret or xor,0
jmp sub add cmp pop mov push,0
pop mov lea call mov pop ret add cmp call lea ret nop jmp mov,1
sub or and nop push ret push sub mov and,0
push sub or call call call cmp,0
xor jmp call and lea cmp jmp and add mov sub mov mov call nop and,1
sub or xor push sub or add cmp sub jmp cmp pop sub,0
add pop push xor mov mov nop jmp nop mov sub add push add push or lea ret ret,0
push sub xor xor cmp xor or,0
sub cmp pop mov and nop cmp call jmp mov add cmp ret push,1
mov cmp add nop or add ret,1
nop mov or and nop lea lea and pop nop and pop push call push mov,0
pop sub sub cmp ret or add cmp xor xor pop add sub ret and or pop cmp,0
mov add call nop call push or lea xor,1
mov pop cmp and sub and sub add xor add ret jmp call lea add,0
call cmp sub jmp call sub jmp mov call ret and,0
sub xor and ret or or add jmp or ret pop sub or cmp,0
add pop sub mov lea ret ret mov nop push or jmp sub or,0
pop nop jmp call call call cmp pop cmp jmp lea lea call add sub,0
or xor call sub sub or ret nop lea call add add jmp,0
lea cmp push cmp call mov sub ret,1
or mov jmp sub xor and call call cmp nop ret add jmp mov,0
and mov lea or xor sub sub jmp sub pop push call nop lea jmp ret lea xor cmp,1
call sub lea pop cmp and nop jmp nop ret,1
xor ret or lea jmp lea push lea add call add call sub,1
and ret nop add lea call ret sub call lea lea push and call and push add nop add or,1
jmp xor ret pop xor mov and,0
sub push push and and xor jmp push push,1
and nop jmp pop xor or nop sub ret nop push cmp push cmp pop or,1
sub jmp lea and mov cmp or nop,1
jmp pop cmp and mov ret ret mov cmp lea cmp mov add ret xor or,0
mov xor nop jmp cmp call pop nop sub jmp ret call ret nop and xor jmp,1
nop and lea and add sub push sub,0
nop ret ret jmp or lea mov or jmp and call call xor add pop cmp nop xor xor,0
jmp cmp add xor call or lea add jmp,1
ret and xor mov cmp nop,0
xor sub nop mov ret add,1
pop call call cmp lea nop ret lea add sub call or,0
mov push nop cmp jmp or or mov,0
or mov add add xor and lea ret call and nop pop lea jmp cmp jmp nop jmp cmp sub,1
call or nop or sub jmp and xor xor jmp,0
and and and or jmp cmp push call lea pop,1
call push or mov push nop add nop,1
lea xor push or xor call mov pop sub sub mov and,1
cmp add mov xor and cmp,0
mov add sub pop pop sub lea push call pop,1
or sub lea jmp call call jmp add add ret and sub pop and lea push xor xor,0
call lea cmp mov xor pop or xor ret cmp push jmp sub ret pop call nop nop cmp xor,1
lea pop add or push push add sub jmp lea add push mov sub add,0
sub sub call jmp lea mov nop call mov jmp cmp push nop call xor,0
ret or sub jmp xor add pop call xor sub nop ret call or ret jmp sub cmp,0
sub pop call call add jmp add call cmp ret nop cmp nop cmp,1
jmp pop and or xor add nop cmp lea,0
ret sub lea nop lea and nop pop or add call jmp ret pop or sub and nop mov lea,0
mov jmp xor add lea sub call mov pop push add xor ret or cmp,0
sub lea jmp lea call push call and jmp push lea ret and ret nop mov mov sub or,1
call and xor or mov and or mov ret mov push pop cmp nop,0
xor sub xor pop add and sub push add mov,0
add nop ret and nop and call call sub ret mov,0
xor nop jmp xor lea lea jmp call call,0
or call nop sub or and or mov,1
call or sub jmp and nop mov,0
call jmp sub and ret ret lea or pop call ret lea nop nop cmp and or cmp pop,0
lea xor lea push and nop and call call,1
ret ret or pop pop call jmp mov lea mov cmp jmp,1
jmp sub xor nop sub mov lea and add jmp add push lea xor jmp or ret add lea jmp,0
pop push call ret jmp nop or cmp add ret call nop lea,1
add lea ret cmp push sub xor lea ret jmp call and push push mov,1
push sub pop and cmp sub call nop push pop nop nop sub mov pop call,1
add sub nop add sub pop sub add call call,1
ret add call xor jmp sub xor or push and push,0
ret sub nop pop nop jmp jmp add nop add nop or call call and call,0
pop nop xor pop sub mov call jmp ret ret jmp xor ret cmp,1
sub xor or jmp cmp sub xor mov or cmp,1
add lea nop mov nop sub jmp lea or mov nop jmp nop cmp nop push,1
add mov jmp ret pop nop nop call and ret,0
and and and cmp mov jmp lea xor call mov mov add or call or ret mov xor mov jmp,0
mov add ret cmp pop pop nop nop and jmp push nop nop nop,0
pop xor call push call xor mov cmp call and or or cmp jmp push add sub,0
and lea jmp jmp call jmp call add or,0
or pop xor add cmp add sub and,1
or xor push nop lea cmp and lea cmp add push jmp ret pop mov nop xor nop,0
or cmp xor call or ret pop or,1
or cmp or sub call sub call pop push pop xor add push xor nop ret add,1
xor pop call cmp jmp and ret cmp and jmp call call ret ret sub or,1
call lea pop sub or call push,1
xor lea pop pop jmp or xor ret ret pop and pop and nop lea ret or and,1
nop call mov sub jmp xor lea or,1
push cmp cmp pop or or ret pop ret,1
add push sub add add or jmp,1
sub xor sub nop call push and cmp mov cmp sub add ret pop mov,0
and or lea xor add pop xor nop add cmp mov,1
mov lea sub pop call nop pop pop push and pop and sub and call,0
lea add xor pop ret call mov nop xor cmp,1
call call cmp sub push pop jmp ret ret nop lea pop and xor call or ret pop call,1
sub pop lea add xor xor and xor ret push pop or call or xor,0
nop sub ret xor nop mov jmp mov and jmp lea jmp ret,0
call and sub mov push add sub sub or xor jmp call lea or,0
or sub lea cmp sub push ret lea pop xor nop,1
sub sub pop nop mov nop add cmp call lea pop and,1
cmp nop pop xor nop mov lea,1
or cmp and push mov push add ret xor pop and cmp mov and lea pop call or,0
push xor nop or xor add nop cmp,0
call sub xor xor and and ret pop cmp and,1
call nop push cmp mov and mov mov call lea mov,0
sub add ret push jmp pop sub xor add add mov pop jmp xor,1
nop or and mov nop mov push jmp ret add and call nop and add call,0
push jmp xor and sub mov and lea pop ret or xor add lea ret ret sub,1
ret and sub and cmp mov ret,1
and ret cmp pop add and sub pop add nop nop push lea lea add lea jmp and ret,1
lea and call ret call ret call jmp or push and lea,1
sub add sub jmp nop add xor push pop call lea lea pop add,0
add mov push xor xor pop or call nop sub or or sub sub lea jmp or mov push,0
push call xor xor jmp add ret lea push and pop lea,1
jmp add pop sub xor pop mov or pop lea xor call nop or add or ret nop sub,0
pop mov lea and call mov xor lea lea add jmp,0
jmp nop or cmp jmp add call lea cmp xor call lea and sub add cmp cmp,1
mov lea or push push jmp sub lea ret or nop and or jmp,1
call add call sub push and lea sub add and lea,1
mov nop pop xor pop jmp xor push nop add push xor cmp jmp call,1
lea sub or jmp add sub nop nop nop lea nop add xor,1
push call nop nop jmp xor push pop and mov nop lea cmp,1
mov xor cmp xor cmp ret xor pop add add and ret,1
ret sub mov push lea mov call ret mov nop ret nop pop,0
jmp jmp push xor and lea call jmp jmp mov ret add call,0
pop ret pop add nop pop mov lea pop nop cmp and jmp xor,0
or cmp xor ret add mov lea call xor mov pop and call call,0
jmp jmp ret push sub call lea call and nop push sub or mov call call,0
ret and call call call cmp push push xor nop jmp,0
ret sub sub call jmp push lea jmp ret add ret cmp add add cmp jmp sub mov,0
add cmp ret push call add add xor cmp or cmp or lea,0
or sub ret pop or pop,0
call mov cmp mov push sub nop sub push ret add lea xor nop or xor lea,1
ret mov mov lea call nop push push call and jmp lea cmp push or add cmp add,0
cmp call call and xor or,1
call and lea add push and,1
sub or pop pop mov and sub xor push push pop mov push and sub call lea call,1
lea nop cmp xor pop jmp sub nop nop jmp add lea sub or push lea lea xor,1
and add ret jmp sub ret sub push nop,0
add and mov jmp push and call jmp lea push ret call jmp add add ret pop nop lea cmp,0
cmp or or xor ret sub jmp pop cmp and jmp lea xor ret mov ret,1
ret ret call or cmp nop add or call cmp xor jmp sub sub add nop call,1
call sub call add add push mov lea call pop and lea mov push and cmp nop,0
nop add pop cmp or ret jmp,1
sub pop pop ret lea cmp mov sub or jmp call mov xor,1
jmp xor jmp nop jmp sub add ret lea,1
or nop xor pop sub push nop and push push sub call and call sub push lea or,0
jmp cmp cmp sub ret nop pop cmp mov ret jmp and lea or sub,0
or and pop xor cmp or and call xor nop and nop nop jmp ret add jmp sub mov jmp,1
cmp call mov cmp sub pop jmp sub,1
pop add sub xor mov and sub or and or sub nop cmp call nop call mov nop,0
or nop call xor and sub lea lea xor xor ret or,1
jmp jmp cmp cmp cmp call pop xor and xor call add,0
jmp ret push push mov ret nop add pop sub nop xor,1
sub xor ret jmp sub pop call cmp lea ret cmp and add cmp xor,0
call ret cmp push pop nop call and add and cmp or and,0
xor cmp mov push or mov push nop sub lea,1
push pop lea sub xor jmp and add push add call add xor mov and mov,1
add and add nop mov xor mov sub or pop push xor push push lea cmp,0
ret cmp add add mov push call cmp sub call,0
or ret jmp mov jmp mov pop or pop and or call jmp jmp push cmp,0
pop jmp or xor sub and xor nop lea call jmp ret and jmp jmp pop add lea call,1
nop sub ret xor mov or jmp cmp add push and or sub,1
sub call lea and xor cmp jmp push call ret xor ret call lea mov mov ret ret xor,0
jmp lea lea sub sub ret and and ret or lea jmp lea pop xor cmp or add cmp pop,0
xor pop nop and nop pop sub nop,0
ret and add ret xor cmp jmp sub lea nop nop mov nop mov ret cmp call and nop push,0
cmp nop ret sub jmp nop and jmp xor mov jmp and add sub mov nop,1
ret add cmp lea sub add push sub add mov xor ret mov pop and nop ret call,1
mov jmp xor push cmp push or sub mov lea pop lea xor and lea call mov xor sub,0
sub sub push push sub or call pop,0
jmp add lea pop xor push,0
lea jmp mov ret ret xor sub call,0
xor lea call and nop or push cmp jmp add jmp add pop ret xor pop,0
call sub pop and xor xor pop add and mov sub ret add add push push cmp mov sub mov,1
jmp and mov mov sub lea lea xor lea or pop or ret or add and xor ret pop,1
add mov ret add sub and mov or xor mov pop mov,0
add jmp or sub cmp ret add call cmp pop cmp nop,0
jmp pop call pop and mov add mov ret and lea jmp pop lea nop ret pop,1
cmp jmp pop and call sub add lea mov and jmp sub or push,0
or cmp and cmp call ret sub or nop jmp push,1
ret push call pop or mov sub or cmp ret call call push and jmp lea mov push cmp cmp,1
cmp sub jmp push mov mov mov pop jmp pop pop jmp,0
nop cmp nop or xor lea or push cmp,1
jmp push or nop add and sub lea push,1
sub lea add jmp ret pop add cmp,1
mov and sub jmp or jmp pop pop ret mov or and push ret or jmp ret,1
add cmp nop call and and nop pop or,0
xor sub add pop and sub push xor mov or jmp and sub cmp,1
mov nop ret call nop push ret mov jmp sub cmp mov cmp nop call ret cmp,1
mov sub add lea pop or ret lea nop nop sub xor or cmp nop,0
add add mov jmp pop sub add xor call call or call mov or and jmp ret,0
nop cmp pop nop lea lea mov,1
jmp add xor or and mov pop cmp jmp add push pop cmp,1
push lea xor call add lea or add ret,1
call xor cmp mov jmp nop sub add pop nop,0
call jmp pop push call nop and push mov and,0
pop sub push and sub sub jmp ret push sub xor pop ret,0
push or sub call jmp cmp push jmp sub and jmp,1
mov and or xor push push cmp,1
pop or and mov ret lea sub sub add cmp and mov mov call jmp lea,1
jmp sub sub pop xor cmp mov nop call,1
xor or mov sub lea mov or jmp xor sub ret xor ret,0
jmp xor and ret jmp sub mov push or nop sub jmp or ret,1
jmp jmp sub jmp push mov lea push xor and lea lea or or ret call or pop lea lea,1
cmp mov xor call add lea sub xor or and push cmp nop mov pop jmp cmp,1
mov mov or sub nop nop jmp lea lea,1
pop call ret lea nop add and and jmp cmp or xor ret cmp xor ret xor jmp mov lea,0
cmp mov add jmp call pop push push or add push push ret add and call sub and or,1
call mov and mov xor cmp pop add,0
or sub mov sub or call,0
and mov lea add add xor,1
xor pop and pop add nop cmp xor cmp xor,1
and xor ret and call call push ret cmp jmp or xor push push,1
add and and or push ret,0
ret jmp sub pop call ret jmp cmp nop mov xor push jmp sub ret or jmp nop push call,0
call cmp or sub xor mov xor or pop or add pop pop sub push or mov ret ret lea,0
nop cmp sub sub jmp cmp and jmp cmp jmp lea mov call sub and sub xor call,0
and and mov xor nop mov ret add push push cmp and,0
sub cmp cmp pop lea cmp call nop add jmp ret jmp jmp mov call lea ret and,0
